employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1039,Victoria,Boyd,hsmith@example.org,2023-04-22,HR Executive,IT,"$33,068",,"7020 Leslie Lake, East Lindaport, KS 90579",Lake Tiffany,WA,38901,1967-02-20,on leave
1090,LARRY,Hart,ashley88@example.net,2025-12-19,Manager,IT,"$59,453",1049.0,"109 Curtis Hill, Port Barbaramouth, NJ 19651",Quinntown,TX,76380,1982-10-24,On Leave
1098,Angela,Hart,invalid_email,2024-11-08,Software Engineer,Marketing,92092,1023.0,"54366 Brown Plain Apt. 292, Birdstad, WA 02707",Edwardside,TX,76187,2002-03-11,On Leave
1019,LAURIE,Cox,evanskathy@example.net,2023-11-01,Sales Executive,Finance,93657,,"0431 Jessica Circles Apt. 626, North Alexandraberg, NC 72799",Henryland,TX,17471,1997-03-02,Inactive
1048,Meagan,Wilson,gpadilla@example.com,2022-01-23,Sales Executive,IT,"$70,584",,"5373 Palmer Villages Apt. 624, Stevenland, NM 27809",Phillipston,CA,71368,1972-03-22,On Leave
1053,Melissa,perez,urichards@example.com,2026-09-03,Data Analyst,Marketing,"$70,439",1028.0,"10701 Rogers Trafficway Apt. 055, Lake Brianport, MO 47579",New Kathleen,WA,54952,1969-10-27,Active
1000,TONY,monroe,,2027-07-20,Accountant,IT,46219,,"65767 Randall Highway, Paulstad, HI 16689",East Andrew,WA,89845,2006-02-26,inactive
1028,Robert,Thompson,haydenkennedy@example.org,2023-09-20,HR Executive,Finance,,1016.0,"536 Garcia Plaza, Castrofurt, MH 41440",Lake Sherriborough,WA,90550,1967-01-12,Inactive
1075,Brian,Blake,adriana94@example.org,2021-06-20,Manager,Finance,40335,1029.0,"4669 Emily Camp Suite 948, Cynthiafurt, NV 15412",Caitlinburgh,NY,98361,1986-03-03,On Leave
1092,Brooke,Giles,kentjohn@example.org,2025-07-02,Data Analyst,IT,50341,,"55049 Madison Valley, Spencerberg, ME 53059",North Nicole,FL,86963,1991-09-13,inactive
1068,Nancy,Lyons,teresa91@example.net,2022-01-04,Data Analyst,Analytics,,1001.0,"4867 Wood Place, East Douglasberg, OK 12073",Adamshaven,TX,58597,1973-08-29,Active
1070,JEFFREY,Turner,,2025-04-01,HR Executive,HR,"$93,883",,"3594 Stevens Ford Apt. 526, East Austin, AZ 06739",East Sarahmouth,TX,58861,1975-04-18,Inactive
1054,Lindsay,Nunez,taylorchristopher@example.org,2027-11-21,Manager,Marketing,84553,,"88405 Harris Parkways, Meyerchester, RI 58007",Stoneport,IL,93694,1980-08-19,inactive
1013,Abigail,Thomas,bradroy@example.org,2027-02-02,Sales Executive,Sales,"$106,633",,"5118 Rebecca Village Suite 158, West Erictown, MS 99829",Nathanshire,CA,30723,1982-07-07,On Leave
1024,SABRINA,Ramirez,invalid_email,2024-12-25,Software Engineer,IT,115681,,"7914 Holly Mountains, South Donna, ND 78099",Lake Luis,TX,02601,1973-10-07,Active
1018,Jose,fletcher,zlewis@example.com,2025-06-26,Accountant,Finance,49980,,"11718 Cervantes Ways Suite 394, Jenniferbury, NE 79391",Evansside,TX,15216,1978-04-02,Active
1044,ASHLEY,Carpenter,marc56@example.net,2027-08-20,Accountant,Sales,"$68,403",1039.0,"199 Vaughn Canyon, Rodneyfurt, MD 13429",Duncanfort,NY,56371,1988-09-13,Inactive
1067,Paul,Kelley,brian28@example.org,2024-01-25,HR Executive,Analytics,"$69,347",1044.0,"15907 Gonzales Drive Apt. 279, Duranfurt, OR 08660",Salazarton,WA,40354,1983-11-27,active
1025,JAMES,Bates,ucarter@example.org,2023-03-03,Data Analyst,HR,94520,,"9451 Nancy Curve, Haileyhaven, ID 40919",Lake Juliaborough,WA,27160,1978-08-10,On Leave
1100,John,jackson,invalid_email,2023-02-22,HR Executive,HR,"$100,537",,"1212 Williams Corners, Christopherburgh, AR 81811",Nicoletown,TX,03484,2004-07-05,Inactive
1097,Juan,Mcmillan,jenniferoliver@example.net,2022-04-27,Sales Executive,Analytics,,,"044 Chaney Harbors, South Davidville, AL 03940",Escobarmouth,NY,71560,1976-04-22,Active
1025,MITCHELL,Coffey,,2023-06-28,Sales Executive,Sales,32625,,"9781 Howard Neck, Hollymouth, OK 76926",East Curtis,NY,87315,1993-03-09,On Leave
1086,MICHAEL,Clark,maciasjonathan@example.net,2022-06-06,Sales Executive,Marketing,54929,,"9938 Davis Land, East Juanberg, PR 84471",Bryanborough,FL,08678,1998-11-03,On Leave
1023,Nicholas,Brown,uaguilar@example.org,2023-07-03,Sales Executive,Finance,"$69,259",,"024 Ho Haven, Hillshire, AK 24802",Lake Sandra,WA,59225,1991-01-03,On Leave
1012,Melissa,Ward,jonesamanda@example.com,2022-01-26,Sales Executive,IT,60195,,"933 Sarah Roads Suite 938, Lake Lindsey, TX 56911",Edgarfurt,WA,19906,1982-11-19,inactive
1066,Michele,martin,invalid_email,2023-10-27,Accountant,IT,"$59,515",1000.0,"8180 Andrea Springs Apt. 256, New Tarastad, GU 63779",Brianshire,FL,61844,1988-03-25,inactive
1098,Scott,Mccarthy,,2028-01-20,Data Analyst,Analytics,43924,,"1858 Tiffany Oval, New Shawnberg, TN 75823",North Tommy,FL,50412,1977-07-10,Active
1095,Jared,garrett,xlynch@example.net,2024-08-01,Accountant,Marketing,"$60,618",,"4201 Cook Roads Suite 212, Jacobburgh, VI 73960",Michelleshire,NY,58419,2005-02-23,inactive
1063,Nicole,kim,destiny82@example.com,2022-07-20,Accountant,Marketing,111564,1007.0,"80041 Christian River, Michaelview, AZ 07518",North Brittanyport,IL,70464,1990-01-29,Active
1021,Tonya,donovan,invalid_email,2025-05-06,Software Engineer,Finance,"$95,449",1012.0,"881 Johnson Row, Carolburgh, NY 86294",Julieport,FL,93802,1983-10-31,inactive
1039,David,Powell,invalid_email,2022-05-02,Software Engineer,Finance,81312,1048.0,"60783 Patton Plaza, West Hunter, MP 67678",Port Angela,CA,25987,2000-09-27,inactive
1085,Jeremiah,smith,,2023-06-12,Data Analyst,IT,"$58,844",1042.0,"0749 Ramirez Rapids, Shannonmouth, MP 25951",Robertsland,CA,71820,1987-03-17,Inactive
1085,Michelle,Baker,wbush@example.net,2023-05-27,HR Executive,IT,"$58,958",1030.0,"7314 Decker Camp Apt. 288, Port David, DC 18118",East Julie,TX,09342,1974-01-24,On Leave
1047,TIM,george,vharris@example.org,2023-03-25,Accountant,Marketing,72104,1047.0,"8792 Ramos Valley, New Victoria, DC 14952",New Curtishaven,FL,87704,2003-09-16,Inactive
1092,Michelle,preston,thomas10@example.net,2022-12-04,Data Analyst,HR,"$66,128",,"9112 Rivera Light, Kirkmouth, TN 59674",South Lorraine,WA,33234,1979-12-04,Inactive
1099,THOMAS,Cook,invalid_email,2028-01-27,HR Executive,IT,"$76,971",,"472 Smith Ports, Medinafort, MP 06278",Port Frank,CA,85937,2001-04-06,inactive
1026,David,hicks,,2027-05-24,Manager,Analytics,"$69,563",1005.0,"088 Michael Turnpike, Tonyfurt, OK 14132",Batesburgh,IL,77137,1971-12-31,active
1087,Patricia,Cooper,thomastanner@example.org,2026-05-14,Software Engineer,Marketing,39555,1011.0,"9378 Kathleen Heights Suite 991, Jenniferberg, NV 12714",Lake Gloria,WA,58992,1970-08-13,On Leave
1014,Michael,Smith,fcastro@example.org,2024-01-22,Software Engineer,Marketing,"$61,714",1030.0,"9921 Porter Fall, Jasonport, CA 18382",Bradleyfort,NY,14891,1968-08-02,On Leave
1009,ANDREW,Young,isabella55@example.net,2023-04-20,HR Executive,HR,"$70,185",1036.0,"046 Mcclain Loop, Nicolemouth, OH 45386",Lindseyfort,NY,41842,1996-03-21,inactive
1082,Amanda,Rivera,cindy05@example.com,2026-08-07,HR Executive,Analytics,45870,,"PSC 7776, Box 2702, APO AP 55583",West Victor,CA,12387,1992-11-08,active
1083,Paige,Hanson,invalid_email,2026-02-18,HR Executive,IT,95105,1028.0,"66736 Castro Summit Apt. 567, North Richardside, NV 65766",East Shannonborough,WA,73254,1987-03-27,active
1022,Anna,Adams,tiffany83@example.com,2021-03-30,Data Analyst,Sales,"$35,495",,"2478 Joel Crossing Apt. 536, North Victoria, CO 83315",Port Stevenside,IL,88157,1987-05-18,active
1008,Amy,clayton,ijarvis@example.com,2026-05-25,Manager,HR,44593,,"Unit 9901 Box 9192, DPO AE 71356",West Deannaburgh,CA,12574,1977-03-11,Inactive
1067,TIMOTHY,Lucas,invalid_email,2026-05-27,Sales Executive,Marketing,32371,1027.0,"59320 Gary Corners Suite 825, Stephenhaven, DE 87680",East Megan,IL,55558,1966-08-19,On Leave
1062,Kaitlyn,Cisneros,invalid_email,2023-09-15,HR Executive,Marketing,"$81,948",,"6166 Bobby Junction Apt. 596, Nathanland, ND 12114",Port Joshuaville,NY,53200,1990-06-20,On Leave
1072,Kimberly,logan,michelle36@example.net,2023-12-15,Manager,Sales,"$60,720",1049.0,"113 Riley Throughway, Port Cynthialand, VA 80328",West Alexis,FL,39920,1979-02-02,Inactive
1080,ZACHARY,Rogers,william84@example.com,2021-04-04,Software Engineer,Analytics,68817,,"263 Samantha Greens, West David, WY 68722",Thompsonstad,NY,81049,1985-07-21,Active
1097,Sheryl,castro,wgonzalez@example.org,2023-05-08,Software Engineer,Marketing,49861,1034.0,"3285 Cruz Hollow, South Scott, IL 20554",Lake Anne,NY,38333,1978-05-06,on leave
1061,Bryan,Saunders,berrydaniel@example.net,2025-08-07,Data Analyst,Marketing,"$37,713",1005.0,"0082 Shaw Village Apt. 222, West Noah, DC 78699",Lake Amandaside,NY,40277,1993-12-24,on leave
1044,Kiara,White,williamsantonio@example.com,2024-07-12,Data Analyst,IT,"$108,674",1016.0,"7734 Scott Island, Johnshire, SD 65306",West Keithfort,FL,60227,2005-04-24,active
1036,ANDREW,Gray,jacob49@example.com,2024-06-07,Accountant,Analytics,87999,,"35028 Smith Isle, Floresfort, PR 13874",Riveraville,TX,44649,1984-01-29,inactive
1014,William,higgins,bakerandrew@example.com,2027-10-05,Data Analyst,Finance,87131,1019.0,"7705 Holland Circles, Karenmouth, AR 61556",West Isabellaburgh,IL,21002,2002-12-26,on leave
1028,Lisa,Johnson,,2023-12-22,Sales Executive,Finance,"$84,577",1003.0,"127 Jones Ridges Suite 681, Brownchester, OR 13991",Friedmantown,WA,45629,1967-04-28,Inactive
1077,Kyle,Alexander,whunt@example.org,2023-04-15,Accountant,Finance,40434,,"PSC 6530, Box 0543, APO AP 35866",Sotohaven,IL,80329,1995-02-21,Inactive
1072,Charles,hill,gatescharles@example.net,2025-11-14,HR Executive,Finance,"$105,651",,"1590 Hill Glen, Jessestad, GA 59204",New Matthew,NY,96615,1984-06-15,Inactive
1063,JOSEPH,Gray,floresjennifer@example.net,2027-07-23,Sales Executive,Sales,54230,1041.0,"88605 Smith Highway, Lake Juantown, PW 96011",Bensonville,NY,49317,2001-07-25,inactive
1072,Teresa,Turner,jennifersavage@example.com,2022-11-11,Manager,Finance,"$75,726",,"841 Tyler Squares Suite 154, Sonyaborough, GU 34150",Port Steven,CA,78757,1981-11-19,Inactive
1090,Megan,Evans,,2021-04-10,Manager,Marketing,54256,1042.0,"8260 Daniel Avenue Suite 765, South Eric, AZ 06967",Jennaton,CA,83442,1998-11-29,Inactive
1044,ZACHARY,edwards,johnferguson@example.org,2027-08-24,Accountant,Analytics,"$56,623",1041.0,"52578 Cantu Manors, East Jennifershire, LA 28081",East Jennifermouth,WA,44443,1969-08-13,On Leave
1016,Jason,martin,jennifer38@example.org,2025-12-20,Manager,Marketing,"$82,245",,"7970 Christina Trace, Deborahview, IL 13708",Port Scott,WA,76662,1978-11-30,active
1012,JADE,thomas,ryanedwards@example.com,2025-12-21,HR Executive,Finance,"$33,335",,"6289 Rodriguez Garden Suite 307, Jonathonstad, OH 07529",Cookberg,IL,06338,1991-12-31,inactive
1046,Kristopher,Fernandez,cortezmercedes@example.net,2027-03-15,Manager,Finance,"$41,929",1047.0,"0474 Nelson Lock, West Michelle, TX 12521",Heathmouth,FL,79277,1978-08-07,on leave
1047,Jessica,Baxter,vdelacruz@example.com,2024-10-31,Manager,HR,,,"USNV Chandler, FPO AA 09594",Ericbury,TX,79081,1992-09-05,On Leave
1070,ROBERT,Owen,jamespotter@example.net,2026-02-04,Software Engineer,Analytics,"$83,683",,"222 Crystal Road, New Janet, SD 14143",East Louismouth,IL,53584,1996-11-19,on leave
1084,Rebecca,garcia,alyssa21@example.com,2025-03-01,Accountant,HR,56561,1021.0,"4194 James Trail Suite 306, Carolshire, DC 15995",Port Daniel,CA,91902,1990-06-24,inactive
1076,ANTHONY,Welch,invalid_email,2023-02-03,Manager,Finance,119708,1031.0,"4105 Claire Avenue, West Patriciaville, NJ 35902",Lake Jonathan,WA,36908,1990-09-08,On Leave
1021,Alexander,Baird,morriswhitney@example.net,2022-04-02,HR Executive,Finance,101250,,"8817 Travis Estate, West Aaronstad, TX 52537",West Brookeberg,CA,10822,2002-05-27,On Leave
1098,Kelly,Kent,,2022-11-18,Sales Executive,Finance,95083,,"PSC 9235, Box 9366, APO AE 61693",Rosalesview,WA,77758,1990-11-21,Active
1095,GRACE,Miller,,2021-09-12,Data Analyst,Marketing,"$65,192",,"89600 Reed Prairie, Travisburgh, PW 46479",Cheyennebury,CA,37210,1993-02-04,Active
1053,RICKY,Wilson,kim71@example.com,2021-06-14,Manager,Analytics,"$39,034",,"1939 Toni Circles Apt. 822, Thomasburgh, MD 56973",Gatesborough,CA,13464,2004-09-21,Active
1088,KRISTINA,king,bwilliams@example.org,2022-05-25,Software Engineer,Analytics,"$51,442",1045.0,"USCGC Manning, FPO AA 59705",East Jeffrey,WA,42859,1987-03-07,Inactive
1073,ELIZABETH,Hurst,teresalane@example.org,2024-05-17,Sales Executive,Sales,"$100,658",,"93794 Newton Square, Lake Carriebury, DC 40558",Ginatown,IL,77043,1994-08-24,active
1042,Brian,Craig,invalid_email,2023-09-04,HR Executive,HR,112827,1015.0,"6383 Christine Locks Suite 127, Lawrenceland, NE 02569",North Christian,IL,78443,2005-12-18,on leave
1093,NATALIE,Martinez,whiteamanda@example.net,2025-01-08,Accountant,Sales,53923,1002.0,"1443 Angela Cape Suite 189, South Jeffreyland, MN 15738",Josephmouth,WA,43441,1986-09-12,inactive
1066,BLAKE,Wood,christine97@example.net,2026-08-10,Sales Executive,Sales,"$30,977",1050.0,"09587 Miller Extension Suite 843, Lake Lisachester, PR 45457",West Christopher,CA,05495,1992-09-17,Inactive
1062,Jacob,Miller,cynthia12@example.org,2027-01-27,Manager,Marketing,,,"PSC 5066, Box 2802, APO AA 48151",Kurtland,TX,79637,1978-07-01,Active
1084,Brittany,Gonzalez,cmcgee@example.net,2025-01-23,Manager,HR,"$92,667",,"83415 Warren Dale Suite 894, Lake Melissachester, WI 46135",Hernandezburgh,TX,27255,1967-05-18,On Leave
1071,Edward,burns,vherrera@example.org,2021-04-30,HR Executive,Sales,32046,,"Unit 9728 Box 1377, DPO AP 82575",Wadefort,TX,08314,1988-01-26,inactive
1033,Theresa,Arnold,pwise@example.org,2023-09-21,Sales Executive,Marketing,54621,,"634 Robert Freeway, Weissville, MI 69717",Sarahville,TX,56249,1981-07-15,Inactive
1036,Julie,Vazquez,april46@example.org,2026-10-28,Manager,HR,"$58,472",,"802 Amber Square Suite 212, Port Marthaview, TX 43109",South Janethaven,IL,51523,1989-12-16,Inactive
1100,Alexis,reed,jacob54@example.net,2024-05-28,Data Analyst,Analytics,"$61,496",1047.0,"25153 Amanda Islands Suite 440, Markstad, AZ 56679",South Alexander,NY,11462,2004-09-30,Inactive
1088,Charles,Clayton,lynnbailey@example.com,2027-06-05,HR Executive,Finance,66978,,"614 Schroeder Views, Bennettfurt, PR 46931",Trevorview,TX,21018,1993-07-19,active
1091,Matthew,Davis,invalid_email,2025-09-22,Sales Executive,HR,42895,1044.0,"10968 Evans Ferry Suite 587, Boltonview, UT 58210",West Tara,IL,36081,1996-04-10,Active
1025,DONALD,Zimmerman,wesley95@example.org,2024-04-28,Software Engineer,Marketing,"$85,820",,"0866 Maria Via Suite 368, New Donnaburgh, ME 39417",Hollychester,FL,51759,2001-11-20,Inactive
1085,SHAWN,Webb,,2022-09-14,Accountant,Sales,,,"877 Castro Mountains Apt. 684, Loriport, NM 69153",New Patricia,NY,90964,1985-10-04,Active
1022,JUSTIN,Morrison,joshuaandrade@example.net,2021-05-10,Data Analyst,HR,"$44,641",1000.0,"7014 Moreno Groves Suite 789, Bradborough, NH 94798",New James,CA,08969,1986-03-21,Inactive
1032,Laura,kramer,carlosramos@example.net,2022-06-20,Data Analyst,Finance,"$63,388",1017.0,"13861 Davidson Keys, North John, CA 62100",South Kelseybury,IL,10679,2005-08-07,On Leave
1040,Lisa,Torres,hawkinsgary@example.com,2023-09-11,Software Engineer,Marketing,67407,,"Unit 0283 Box 3110, DPO AA 24178",Port Michael,TX,99861,1990-06-16,Active
1011,Brittany,White,christopherbarnes@example.org,2027-12-06,Data Analyst,Analytics,"$93,326",,"59503 Nicholas Well Apt. 021, Davisburgh, MA 69232",Lake Marilyn,CA,45449,1984-11-21,On Leave
1038,Dean,carr,bartonvickie@example.org,2027-06-19,Data Analyst,IT,115523,1046.0,"884 Charlotte Bridge Suite 943, Elizabethstad, WI 20105",New Jamesshire,TX,80046,1990-05-03,inactive
1001,Kristin,Bennett,,2025-08-08,Sales Executive,Finance,,,"8770 Phillips Flats, Lake Ericaland, FL 76361",Port Ryanfurt,CA,59952,1976-02-03,Active
1037,Michelle,Bowman,kevin90@example.net,2023-01-21,Software Engineer,HR,66992,1004.0,"4060 Wendy Mill Suite 072, Dianamouth, FM 33831",Malloryton,IL,97589,2003-05-27,On Leave
1087,Christina,Dalton,dianabrooks@example.com,2025-05-16,Accountant,Marketing,"$78,641",,"125 Myers Shoals Suite 557, New Matthew, WY 23780",West Jessica,TX,78660,1976-03-27,Active
1002,CHELSEA,Hernandez,,2024-01-20,Accountant,HR,"$111,019",,"6654 Tammy Village Suite 170, Daviston, LA 85154",Dominguezberg,CA,82372,2003-12-25,Inactive
1039,Jeffrey,henry,,2022-04-17,Manager,IT,57112,,"29602 Mary Port, Jasmineshire, WY 71658",Port Andretown,WA,64180,1971-06-22,on leave
1075,DANIEL,frank,qadams@example.net,2023-03-31,Sales Executive,HR,59969,1024.0,"0201 Riley Street Apt. 091, Blevinsfurt, MA 39833",Pamelaside,CA,55365,1990-09-20,inactive
1058,JESSICA,wilson,wkim@example.org,2021-06-16,Data Analyst,Marketing,"$55,283",,"411 Rebecca Roads Suite 930, Sandersberg, VA 19902",East Georgemouth,IL,55706,1998-08-08,Active
1045,Katherine,benitez,bellmichael@example.com,2024-07-02,Sales Executive,HR,"$40,750",1020.0,"64807 Leroy Vista Apt. 607, West Sharon, SD 18463",Sandraland,IL,58253,1966-12-03,On Leave
1059,Samantha,Lawrence,bushjamie@example.net,2027-02-17,HR Executive,IT,77362,,"1988 Marshall Dam Suite 049, Bairdport, MT 90617",Carterfurt,FL,85832,1967-12-13,on leave
1062,DANIEL,Baker,ggrant@example.net,2022-09-01,Software Engineer,Analytics,"$65,687",1007.0,"09274 Roth Wall Apt. 984, New Melanieshire, CO 55754",Sanchezborough,CA,26407,1988-08-25,inactive
1100,ASHLEY,Fletcher,iwade@example.org,2023-01-27,Sales Executive,HR,"$97,500",1032.0,"5051 Payne Burgs, Burnsview, TX 36243",Hawkinsfort,IL,38882,1986-07-11,Active
1079,Sandra,Sanchez,vargasjonathan@example.org,2027-08-25,Accountant,IT,117335,,"06411 Robert Station, Amandaberg, UT 58303",Port Janetborough,WA,30915,1980-01-10,on leave
1071,Kevin,Sims,vflores@example.com,2022-06-04,HR Executive,Finance,72759,,"6449 Garcia Oval Apt. 190, New Katie, ID 63005",West Michaelmouth,FL,17097,1988-01-11,inactive
1025,Tracy,Martinez,lbradley@example.net,2023-05-16,Manager,Analytics,102611,,"907 Moore Creek Suite 644, Ronaldstad, NJ 67885",Amymouth,CA,88210,1985-06-24,Active
1099,HEATHER,Wood,burchashley@example.net,2024-06-21,Software Engineer,Analytics,109251,,"64821 Trevino Mission, Johnsonhaven, UT 34965",North Lauratown,IL,59417,1968-12-10,Inactive
1057,Eric,Bennett,,2026-10-22,HR Executive,HR,61258,,"9271 Alexander Walk, Shannonhaven, OK 55821",Lake Vanessaland,FL,64612,1968-12-26,Inactive
1086,Jennifer,Gomez,,2025-10-19,Accountant,Sales,"$108,592",,"13809 Williams Overpass Apt. 561, North Eric, VT 35212",West Marthaburgh,IL,37316,1993-07-16,Active
1076,Angela,Cruz,mcgeemicheal@example.net,2024-05-06,Manager,Marketing,"$113,813",,"USNS Savage, FPO AE 46013",New Daniel,TX,32597,1991-02-24,On Leave
1025,Jennifer,Young,,2026-04-10,Data Analyst,Analytics,"$94,073",1018.0,"83197 Daniel Prairie Suite 188, North Melvinland, NV 50777",Muellerberg,NY,66684,1995-02-19,Active
1025,Keith,Rosales,christina44@example.org,2026-04-09,HR Executive,IT,"$109,374",1018.0,"81677 Eric Ferry Apt. 060, Kristinafort, CO 14444",East Tammyville,TX,58933,1981-06-08,on leave
1041,Keith,thomas,zcummings@example.net,2021-12-22,Software Engineer,Finance,,,"74770 Michael Crossing, South Christopherbury, MH 05877",East Amanda,TX,31483,1979-01-06,active
1020,Joshua,Gomez,heatherknapp@example.org,2022-03-24,Accountant,Sales,"$67,855",,"686 Sullivan Curve, Lake Thomasville, VT 01574",East Jessicastad,IL,48158,1980-01-25,Active
1017,Miranda,Nelson,noah89@example.org,2023-07-02,Data Analyst,IT,65861,1034.0,"06893 Charles Roads Suite 026, Jenniferstad, HI 07945",Gordonmouth,WA,81434,1967-10-29,Active
1027,Melissa,Vazquez,millerdaniel@example.org,2022-01-26,Sales Executive,IT,47282,1010.0,"35984 Johnson Stravenue Apt. 726, Port Billyside, HI 00622",Perezmouth,IL,63291,1972-11-30,Inactive
1030,Susan,Taylor,,2022-06-05,Accountant,Finance,"$66,001",,"16483 Mark Square, Kristenstad, NM 84314",Port Danielburgh,TX,68677,2002-12-06,Active
1039,Anthony,West,invalid_email,2022-01-12,Software Engineer,Marketing,72198,1014.0,"33612 Brittany Spurs Apt. 198, New Vanessa, NM 50498",Johnsonfort,WA,40785,1999-12-21,Active
1077,Kelly,Burns,yeverett@example.com,2028-01-23,Data Analyst,IT,65110,,"62051 Lawrence Crest Suite 101, Josephbury, IA 26079",Younghaven,CA,09494,1983-02-10,inactive
